"prfnmfct","prfnmplc","seatcnt","prfprocnt","prfdtcnt","totnmrs","year_q"
"동양예술극장(구. 아트센터K)","1관(네모극장)","221","0","28","54","2015-2"
"동양예술극장(구. 아트센터K)","3관(세모극장)","162","1","34","149","2015-2"
"동양예술극장(구. 아트센터K)","2관(동그라미극장)","200","1","4","9","2015-2"
"대학로 스카이씨어터","대학로 스카이씨어터 1관","160","0","27","78","2015-2"
"대학로 스카이씨어터 2관(5층 구 JK아트홀)","대학로 스카이씨어터 2관(5층 구 JK아트홀)","140","0","0","0","2015-2"
"아름다운극장","아름다운극장","100","2","11","42","2015-2"
"예술공간 유비누리 앱질 전용관","예술공간 유비누리 앱질 전용관","115","0","10","21","2015-2"
"예술공간 혜화","예술공간 혜화","100","2","2","3","2015-2"
"내유외강씨어터(구. 익스트림씨어터 1관)","내유외강씨어터(구. 익스트림씨어터 1관)","177","0","55","186","2015-2"
"댕로홀","댕로홀","83","1","117","458","2015-2"
"라이프 씨어터","라이프 씨어터","136","0","18","50","2015-2"
"국립극단 [용산]","백성희장민호극장","182","2","15","72","2015-2"
"국립극단 [용산]","소극장판","100","2","18","48","2015-2"
"등나무","등나무","0","0","0","0","2015-2"
"스튜디오 둘","스튜디오 둘","50","0","0","0","2015-2"
"스튜디오하나","스튜디오하나","0","0","0","0","2015-2"
"야외마당","야외마당","0","0","0","0","2015-2"
"작은숲속 극장","작은숲속 극장","0","0","0","0","2015-2"
"블록블록 극장","블록블록 극장","0","0","0","0","2015-2"
"SJ비보이극장(구. 비보이전용극장)","SJ비보이극장(구. 비보이전용극장)","356","0","49","4459","2015-2"
"삼형제극장(환상극장)","삼형제극장(환상극장)","130","0","77","223","2015-2"
"국립정동극장 세실 (구.세실극장)","국립정동극장 세실 (구.세실극장)","234","2","5","106","2015-2"
"소극장 다르게놀자","소극장 다르게놀자","100","0","14","26","2015-2"
"소월아트홀(성동문화회관)","소월아트홀(성동문화회관)","520","3","22","938","2015-2"
"스튜디오76(구 이랑씨어터)","스튜디오76(구 이랑씨어터)","210","1","25","145","2015-2"
"아트씨어터 문(안톤체홉극장)","아트씨어터 문(안톤체홉극장)","0","0","5","20","2015-2"
"연극실험실 혜화동1번지","연극실험실 혜화동1번지","70","2","5","22","2015-2"
"R&J씨어터(구. 연진아트홀)","R&J씨어터(구. 연진아트홀)","130","1","14","41","2015-2"
"예술공간 서울","예술공간 서울","120","2","7","19","2015-2"
"예술공간 오르다(구. 우석레파토리극장)","예술공간 오르다(구. 우석레파토리극장)","102","2","10","20","2015-2"
"우리네 극장","우리네 극장","100","0","68","236","2015-2"
"지즐소극장","지즐소극장","84","1","9","20","2015-2"
"충정로난타전용관 (폐관)","충정로난타전용관 (폐관)","554","0","23","3291","2015-2"
"달밤엔씨어터 (구. 푸른달극장)","달밤엔씨어터 (구. 푸른달극장)","98","1","14","196","2015-2"
"정극장 (구. M시어터, 구.하모니아트홀)","정극장 (구. M시어터, 구.하모니아트홀)","120","2","85","351","2015-2"
"바탕골소극장","바탕골소극장","192","0","78","232","2015-2"
"한얼소극장","한얼소극장","50","0","1","1","2015-2"
"브릭스씨어터 (구. 콘텐츠 그라운드 구. 브로드웨이아트홀 [3관])","브릭스씨어터 (구. 콘텐츠 그라운드 구. 브로드웨이아트홀 [3관])","202","2","54","3861","2015-2"
"동숭무대소극장","동숭무대소극장","120","1","12","50","2015-2"
"달빛극장","달빛극장","96","0","31","73","2015-2"
"명작극장 (구 아츠플레이씨어터)","명작극장 (구 아츠플레이씨어터)","173","0","16","121","2015-2"
"명작극장(구. 명작극장 2관)","명작극장(구. 명작극장 2관)","203","0","0","0","2015-2"
"컬쳐씨어터(구. 휴먼시어터)","컬쳐씨어터(구. 휴먼시어터)","120","0","46","136","2015-2"
"홍익대 대학로 아트센터","대극장","702","0","15","34","2015-2"
"소극장","소극장","150","0","0","0","2015-2"
"공간아울","공간아울","172","0","8","28","2015-2"
"소극장 꿈꾸는 공작소","소극장 꿈꾸는 공작소","80","1","66","202","2015-2"
"예그린씨어터","예그린씨어터","202","1","2","3","2015-2"
"최일화 스튜디오","최일화 스튜디오","50","1","29","169","2015-2"
"서강대 메리홀","대극장","428","1","8","24","2015-2"
"소극장","소극장","100","0","0","0","2015-2"
"드림시어터 [대학로]","드림시어터 [대학로]","125","2","22","34","2015-2"
"순위아트홀1관 [대학로]","순위아트홀1관 [대학로]","221","1","138","345","2015-2"
"대학로 위로홀(구. 몬스터홀)","대학로 위로홀(구. 몬스터홀)","123","2","88","418","2015-2"
"하마씨어터(구. 가든씨어터)","하마씨어터(구. 가든씨어터)","190","1","4","9","2015-2"
"유니플렉스","1관(대극장)","600","0","26","47","2015-2"
"유니플렉스","2관(중극장)","300","0","16","243","2015-2"
"3관(소극장)","3관(소극장)","200","0","0","0","2015-2"
"대학로 A아트홀(구. 신연아트홀)","대학로 A아트홀(구. 신연아트홀)","162","0","75","276","2015-2"
"예스24 스테이지(구. DCF대명문화공장)","1관","406","1","5","8","2015-2"
"예스24 스테이지(구. DCF대명문화공장)","2관","301","1","32","188","2015-2"
"예스24 스테이지(구. DCF대명문화공장)","3관(구. 수현재씨어터)","255","1","12","23","2015-2"
"KSPO DOME(체조경기장)","KSPO DOME(체조경기장)","15000","0","0","0","2015-2"
"SK핸드볼경기장(펜싱경기장)","SK핸드볼경기장(펜싱경기장)","5003","0","0","0","2015-2"
"올림픽홀","올림픽홀","2432","0","0","0","2015-2"
"뮤즈라이브","뮤즈라이브","237","0","0","0","2015-2"
"우리금융아트홀(역도경기장)","우리금융아트홀(역도경기장)","1184","0","0","0","2015-2"
"올림픽공원","K-아트홀","500","1","10","11","2015-2"
"야외(88잔디마당)","야외(88잔디마당)","10000","0","0","0","2015-2"
"야외(수변무대)","야외(수변무대)","1000","0","0","0","2015-2"
"벨로드롬(경륜경기장)","벨로드롬(경륜경기장)","6000","0","0","0","2015-2"
"평화광장","평화광장","0","0","0","0","2015-2"
"일대","일대","0","0","0","0","2015-2"
"해오름 예술극장","해오름 예술극장","170","1","7","16","2015-2"
"순위아트홀(구. 네오아트홀) [강남]","순위아트홀(구. 네오아트홀) [강남]","216","0","54","109","2015-2"
"시네코아 사춤 전용관 (폐관)","시네코아 사춤 전용관 (폐관)","311","1","31","2214","2015-2"
"문화공간 엘림홀","문화공간 엘림홀","230","1","12","24","2015-2"
"성균소극장","성균소극장","100","0","2","1","2015-2"
"스튜디오SK","스튜디오SK","80","0","0","0","2015-2"
"노원구민의전당(구. 노원구민회관)","노원구민의전당(구. 노원구민회관)","679","1","2","389","2015-2"
"이화여고 100주년 기념관","이화여고 100주년 기념관","433","1","5","19","2015-2"
"소극장공유(구. 키작은소나무극장)","소극장공유(구. 키작은소나무극장)","80","1","4","7","2015-2"
"페인터즈 히어로 종로전용관(서울극장)","페인터즈히어로 전용관","488","0","14","1304","2015-2"
"엔터식스 메두사 아트홀","1홀","260","1","4","6","2015-2"
"2홀","2홀","180","0","0","0","2015-2"
"3홀","3홀","120","0","0","0","2015-2"
"소극장 천공의 성 (폐관)","소극장 천공의 성 (폐관)","80","1","6","10","2015-2"
"노을소극장","노을소극장","80","3","20","266","2015-2"
"동화소극장","동화소극장","60","0","10","24","2015-2"
"퍼즐인형극장 다락극장","퍼즐인형극장 다락극장","30","0","1","1","2015-2"
"오씨어터","오씨어터","115","0","3","6","2015-2"
"씨어터 송","씨어터 송","100","1","24","55","2015-2"
"소울소극장","소울소극장","50","1","4","6","2015-2"
"하트리사이틀홀","하트리사이틀홀","67","1","1","5","2015-2"
"시온아트홀 (구. JK아트홀, 샘아트홀)","시온아트홀(구. JK아트홀, 샘아트홀)","134","1","4","8","2015-2"
"해피씨어터","해피씨어터","250","0","129","474","2015-2"
"대학로 김대범소극장","대학로 김대범소극장","60","0","3","6","2015-2"
"낙원상가 페인터즈 전용관 (폐관)","낙원상가 페인터즈 전용관 (폐관)","300","1","1","0","2015-2"
"GBB스페이스홀(구. 임혁필소극장)","GBB스페이스홀(구. 임혁필소극장)","100","0","1","0","2015-2"
"서대문문화체육회관","대극장","589","1","4","555","2015-2"
"소극장","소극장","150","0","0","0","2015-2"
"민송아트홀 (구. 브로드웨이아트홀)","1관","272","2","6","10","2015-2"
"민송아트홀 (구. 브로드웨이아트홀)","2관","194","2","25","207","2015-2"
"상명아트센터","계당홀","1464","1","1","2","2015-2"
"대신홀","대신홀","317","0","0","0","2015-2"
"이수아트홀 [대학로] (폐관)","이수아트홀 [대학로] (폐관)","204","0","54","199","2015-2"
"이화여자대학교 삼성홀","이화여자대학교 삼성홀","708","1","3","14","2015-2"
"에이치씨어터","익스트림씨어터 2관","180","0","12","36","2015-2"
"익스트림씨어터 3관","익스트림씨어터 3관","130","0","26","81","2015-2"
"목동 아이스링크","목동 아이스링크","5000","1","7","349","2015-2"
"아르코예술극장","대극장","600","12","32","13321","2015-2"
"아르코예술극장","소극장","110","10","52","4654","2015-2"
"3층 테라스","3층 테라스","0","0","0","0","2015-2"
"1층 로비","1층 로비","0","0","0","0","2015-2"
"스튜디오 다락","스튜디오 다락","0","0","0","0","2015-2"
"대학로예술극장","대극장","504","7","53","7533","2015-2"
"대학로예술극장","소극장","132","8","73","5301","2015-2"
"대학로예술극장","3관 [폐관]","163","5","17","1767","2015-2"
"후암스테이지","1관 (구. 마라카 3관, 오씨어터)","115","1","10","19","2015-2"
"2관","2관","0","0","0","0","2015-2"
"후암씨어터(콘텐츠룸)","후암씨어터(콘텐츠룸)","209","4","14","58","2015-2"
"타이니앨리스","타이니앨리스","144","3","8","21","2015-2"
"아스가르드 씨어터(구. 낙산씨어터)","아스가르드 씨어터(구. 낙산씨어터)","100","0","4","9","2015-2"
"스튜디오 하늘","스튜디오 하늘","100","2","45","3663","2015-2"
"예술의전당","CJ 토월극장","1004","8","73","25210","2015-3"
"예술의전당","리사이틀홀","354","94","94","30301","2015-3"
"예술의전당","콘서트홀","2527","79","82","157296","2015-3"
"예술의전당","자유소극장","241","12","79","10007","2015-3"
"예술의전당","IBK챔버홀","600","89","91","47258","2015-3"
"예술의전당","오페라극장","2283","3","62","42481","2015-3"
"예술의전당","신세계스퀘어 야외무대","1000","2","6","1620","2015-3"
"인춘아트홀","인춘아트홀","130","0","0","0","2015-3"
"1101어린이라운지","1101어린이라운지","0","0","0","0","2015-3"
"서예박물관 ","서예박물관 ","0","0","0","0","2015-3"
"N스튜디오(국립예술단체공연연습장) 공용1","N스튜디오(국립예술단체공연연습장) 공용1","20","0","0","0","2015-3"
"구. LG아트센터","구. LG아트센터","1103","3","7","1387","2015-3"
"국립극장","하늘극장","627","12","24","9047","2015-3"
"국립극장","별오름극장","100","3","18","425","2015-3"
"국립극장","해오름극장","1221","9","61","18932","2015-3"
"국립극장","달오름극장","512","20","34","14372","2015-3"
"연습실","연습실","0","0","0","0","2015-3"
"국립극단 [명동]","명동예술극장","558","3","47","14961","2015-3"
"국립정동극장","국립정동극장","326","0","158","11671","2015-3"
"정동마루","정동마루","60","0","0","0","2015-3"
"국립중앙박물관 극장 용","국립중앙박물관 극장 용","805","10","86","23313","2015-3"
"국립국악원","예악당","706","11","23","12354","2015-3"
"국립국악원","우면당","231","22","38","10844","2015-3"
"국립국악원","풍류사랑방","130","8","59","6372","2015-3"
"국립국악원","연희마당","700","1","7","3316","2015-3"
"진악당(폐관)","진악당(폐관)","600","0","0","0","2015-3"
"유니버설아트센터","유니버설아트센터","1084","1","19","43","2015-3"
"충무아트센터","소극장 블루","218","1","4","9","2015-3"
"대공연장","대공연장","1255","0","0","0","2015-3"
"충무아트센터","중극장 블랙","325","1","17","289","2015-3"
"컨벤션센터","컨벤션센터","200","0","0","0","2015-3"
"세종문화회관","세종대극장","3022","3","3","367","2015-3"
"세종체임버홀","세종체임버홀","443","0","0","0","2015-3"
"세종문화회관","세종M씨어터","609","1","1","2","2015-3"
"세종S씨어터","세종S씨어터","300","0","0","0","2015-3"
"뜨락(야외공간)(폐관)","뜨락(야외공간)(폐관)","0","0","0","0","2015-3"
"세종예술아카데미(스퀘어홀)","세종예술아카데미(스퀘어홀)","94","0","0","0","2015-3"
"세종예술아카데미(서클홀)","세종예술아카데미(서클홀)","50","0","0","0","2015-3"
"세종예술아카데미(오픈스테이지)","세종예술아카데미(오픈스테이지)","100","0","0","0","2015-3"
"신한카드홀(구. 인터파크홀)","신한카드홀(구. 인터파크홀)","1766","0","0","0","2015-3"
"블루스퀘어","Mastercard Hall(구.아이마켓홀)","1373","1","2","100","2015-3"
"카오스홀","카오스홀","266","0","0","0","2015-3"
"NEMO","NEMO","0","0","0","0","2015-3"
"나루아트센터","소공연장","167","1","51","454","2015-3"
"대공연장","대공연장","601","0","0","0","2015-3"
"갤러리(전시실)","갤러리(전시실)","0","0","0","0","2015-3"
"유시어터","유시어터","229","1","1","1","2015-3"
"윤당아트홀","1관","260","3","17","147","2015-3"
"윤당아트홀","2관","150","2","5","10","2015-3"
"영등포아트홀","영등포아트홀","526","3","7","8","2015-3"
"한전아트센터","한전아트센터","999","2","2","26","2015-3"
"더케이아트홀","더케이아트홀","998","1","1","93","2015-3"
"2관","2관","210","0","0","0","2015-3"
"JTN 아트홀(구. 대학로예술마당)","1관","230","0","41","127","2015-3"
"4관","4관","208","0","0","0","2015-3"
"JTN 아트홀(구. 대학로예술마당)","3관","208","1","9","14","2015-3"
"한성아트홀(구. 인켈아트홀)","2관","155","0","71","233","2015-3"
"1관","1관","245","0","0","0","2015-3"
"게릴라극장 (폐관)","게릴라극장 (폐관)","75","3","8","25","2015-3"
"나온씨어터","나온씨어터","95","3","32","239","2015-3"
"암사어린이극장","암사어린이극장","250","3","63","1748","2015-3"
